epoch,train_loss,train_err,test_err
54,0.025401851162314415,7.734024167628357,6.086180861364362
55,12.550151824951172,7.781767929951776,6.719386298598832
56,0.15957558155059814,7.750048939262172,5.524616597447453
57,9.311882019042969,7.622368430198229,5.415953335563168
58,0.01944936439394951,7.762905358998025,5.935551166034689
59,0.14738424122333527,7.591623657093238,5.699971743985906
60,1.1771080493927002,7.803836844766991,5.677512642476409
61,0.11547842621803284,7.681102323079074,5.474737459384814
62,5.198489665985107,7.592846604563767,5.55025694713983
63,1.0059502124786377,7.541839722808642,5.845674948474775
64,0.01708207279443741,7.7242764894150655,5.829779387110981
65,0.086910180747509,7.606434664261398,5.657677337085952
66,0.025298800319433212,7.794701044267054,5.987503436410261
67,47.318965911865234,7.554992909159218,5.644734619659102
68,7.564572334289551,7.612744970358197,5.618949883756997
69,0.620436429977417,7.861489385857682,6.039570733658216
70,0.08479993045330048,7.732930297615831,5.572993367235419
71,0.8141092658042908,7.882934617854725,5.838621614624191
72,0.015713360160589218,7.7064002913793495,5.58684671244451
73,0.24212680757045746,7.636419662373855,5.560308812296453
74,0.06460107862949371,7.772154984852427,5.449738252538058
75,0.4850813150405884,7.668897006441648,5.971003820600462
76,45.07968521118164,7.574959002683871,5.464200728277608
77,23.395586013793945,7.824604313582687,5.7152545323355275
78,0.0434168316423893,7.858389944261618,5.962846174459735
79,0.020004794001579285,7.582576310253667,5.470332694165279
80,7.848400115966797,8.230638216735361,6.098875041934256
81,0.4701974093914032,7.653067457871944,5.807290710242731
82,2.2189395427703857,7.692566430293827,5.549741114746091
83,0.6602285504341125,7.689914487279587,5.961340039786769
84,0.05211333930492401,7.9670296702348375,6.919258057746634
85,4.001519203186035,7.581967847468922,5.410896295817887
86,0.15616817772388458,7.686689572354539,5.600999586835815
87,0.021599775180220604,7.8077187222976905,5.945146295063535
88,0.5035760402679443,7.77788895647988,5.600593332084421
89,0.11566478759050369,7.535257673546856,5.528665796675125
90,8.5382661819458,7.627795659290814,5.738041626503659
91,5.085569381713867,8.331133960910467,6.463672424209035
92,10.555465698242188,7.6548076216396135,5.848419489559656
93,0.0741364061832428,7.775395003999137,6.597907993669917
94,0.031069587916135788,7.562570548576545,5.5774587851004735
95,0.3296023905277252,7.616255428559079,5.516421594887401
96,0.02311576157808304,7.718855793145857,5.960246239350751
97,1.411258339881897,7.734167180781386,5.833542032329567
98,0.06281141936779022,8.146494287454116,6.588769367529332
99,0.9805813431739807,7.594980524381608,5.4592796216884345
100,9.595868110656738,7.775150550225022,5.851712905519515
101,0.07710089534521103,7.652216699482854,5.824577750067003
102,4.853172779083252,7.684132255791276,5.443749113521094
103,0.028401531279087067,7.616865880118455,5.544613062128269
104,0.04572967067360878,7.649499572543753,5.9135788503242495
105,1.5040501356124878,7.62886818789265,5.7424695595891215
106,0.012653165496885777,7.6569018493856085,6.108146431404799
107,2.232069730758667,7.7347058363241805,5.477536113017631
108,21.209428787231445,7.736213611186657,6.060657467070046
109,0.09249810874462128,7.581626099617744,5.643697118990201
110,0.03393888473510742,7.730175520155037,5.585032750044395
111,0.6741659641265869,7.681958343542428,6.007145345950895
112,2.2225794792175293,7.6129093538798775,5.534366038163884
113,0.40333864092826843,7.608335951359912,5.7923053650166
114,0.018102215602993965,7.709487421609181,5.606716002931474
115,0.21154028177261353,7.739727528271006,5.5381826020271
116,0.12817592918872833,7.707587061707778,5.512795152499597
117,0.0406356118619442,7.669219510258299,5.587264262269598
118,0.07386702299118042,7.757864544098444,5.611826898770258
119,0.18921621143817902,7.711815709349294,5.76044205154977
120,0.6455091238021851,7.948821928876827,5.739184475318895
121,0.026716917753219604,7.551482581433753,5.413011781683108
122,27.64362907409668,8.418998933721298,6.09550424708047
123,0.03274647146463394,7.727732819470809,6.00671801570063
124,0.08747626841068268,7.551041051919033,5.386434382307976
125,0.34064772725105286,7.8391487657064065,5.85865153039997
126,0.09563872963190079,7.735019543715701,5.8483914640579595
127,36.77705001831055,7.901817145835414,5.625704659869447
128,0.23718945682048798,7.593993325225541,5.418498917382197
129,6.829471588134766,7.6948972666971684,5.942161280791622
130,0.21217122673988342,7.713044041995388,5.629415126471985
131,0.09358316659927368,7.684473838035482,5.599693014101492
132,0.18153433501720428,7.608933847497153,5.789634326888242
133,0.3498491644859314,7.703759513714043,5.673854094177147
